_id;intent;message;timestamp
642b479002724031e97b8a8a;control.stop;Stopp;2023-04-03 21:39:28
642b479002724031e97b8a8b;control.stop;Natürlich;2023-04-03 21:39:28
642b479802724031e97b8a8c;help;Hilfe;2023-04-03 21:39:36
642b479802724031e97b8a8d;help;Du kannst jederzeit die Sprachausgabe unterbrechen, wenn du erneut auf das Symbol drückst. Ansonsten kannst du nach einem aktuellen Tagesüberblick fragen oder nach Nachrichten über ein bestimmtes Thema, wie zum Beispiel Olaf Scholz. Wenn du dir einen der Artikel vorlesen lässt, kannst du den nächsten Artikel mit „Nächsten“ auswählen, den vorherigen mit „Vorherigen“ und den aktuellen Artikel wiederholen mit „Wiederholen“. Brauchst du weitere Hilfe?;2023-04-03 21:39:36
642b47a502724031e97b8a8e;default.fallback;danke;2023-04-03 21:39:49
642b47a502724031e97b8a8f;default.fallback;Kannst du das noch mal anders formulieren?;2023-04-03 21:39:49
642b47cb32366848fcba59be;help;ja ich habe noch nichts was muss ich sagen;2023-04-03 21:40:27
642b47cb32366848fcba59bf;help;Du kannst jederzeit die Sprachausgabe unterbrechen, wenn du erneut auf das Symbol drückst. Ansonsten kannst du nach einem aktuellen Tagesüberblick fragen oder nach Nachrichten über ein bestimmtes Thema, wie zum Beispiel Olaf Scholz. Wenn du dir einen der Artikel vorlesen lässt, kannst du den nächsten Artikel mit „Nächsten“ auswählen, den vorherigen mit „Vorherigen“ und den aktuellen Artikel wiederholen mit „Wiederholen“. Brauchst du weitere Hilfe?;2023-04-03 21:40:27
642b47db32366848fcba59c0;news.resort.list;Nachrichten über ein bestimmtes Thema;2023-04-03 21:40:43
642b47dc32366848fcba59c1;news.resort.list;"<speak><p><s>Ich habe Nachrichten unter anderem in den Kategorien <break time=""400ms""/>investigativ, <break time=""350ms""/>ausland<break time=""200ms""/> und <break time=""200ms""/>inland</s> <s>Außerdem habe ich Nachrichten aus den verschiedensten Themen, wie zum Beispiel <break time=""350ms""/> Vereinigte Staaten<break time=""200ms""/> oder <break time=""200ms""/>Bulgarien<break time=""500ms""/> </s><s> Sage zum Beispiel, Nachrichten aus Kategorie inland <break time=""350ms""/> oder Nachrichten über Vereinigte Staaten. </s></p> </speak>";2023-04-03 21:40:44
642b47ed02724031e97b8a90;default.fallback;wie bitte;2023-04-03 21:41:01
642b47ee02724031e97b8a91;default.fallback;Ich bin nicht so sicher, ob ich dich richtig verstanden habe.;2023-04-03 21:41:02
642b47f732366848fcba59c2;news.resort.list;was hast du gesagt;2023-04-03 21:41:11
642b47f832366848fcba59c3;news.resort.list;"<speak><p><s>Ich habe Nachrichten unter anderem in den Kategorien <break time=""400ms""/>inland, <break time=""350ms""/>wirtschaft<break time=""200ms""/> und <break time=""200ms""/>ausland</s> <s>Außerdem habe ich Nachrichten aus den verschiedensten Themen, wie zum Beispiel <break time=""350ms""/> Sozialdemokratische Partei Finnlands<break time=""200ms""/> oder <break time=""200ms""/>Christian Lindner<break time=""500ms""/> </s><s> Sage zum Beispiel, Nachrichten aus Kategorie inland <break time=""350ms""/> oder Nachrichten über Sozialdemokratische Partei Finnlands. </s></p> </speak>";2023-04-03 21:41:12
642b480402724031e97b8a92;control.stop;Stopp;2023-04-03 21:41:24
642b480402724031e97b8a93;control.stop;Natürlich;2023-04-03 21:41:24
642b482132366848fcba59c4;news.entity.search;Nachrichten über Bulgarien;2023-04-03 21:41:53
642b482232366848fcba59c5;news.entity.search;"<speak><p><s> Hier sind Artikel über Bulgarien </s></p>. <break time=""250ms""/> <p><s>Erstens<break time=""500ms""/> Bulgarien, <break time=""500ms""/>Mitte-Rechts-Bündnis gewinnt die Wahl</s> <break time=""1000ms""/> <s>Zweitens<break time=""500ms""/> Parlamentswahl in Bulgarien , <break time=""500ms""/>Progressiver Petkow will es nochmal wissen</s> <break time=""1000ms""/> <s>Drittens<break time=""500ms""/> Treffen der EU-Energieminister, <break time=""500ms""/>Elf EU-Staaten vereinbaren Nuklear-Allianz</s> <break time=""1000ms""/> </p> <p><s>Für einen der Artikel sage beispielsweise, lies mir den zweiten Artikel vor oder für weitere Vorschläge, sage weitere Vorschläge.</s></p> </speak>";2023-04-03 21:41:54
642b484502724031e97b8a94;news.suggest.search;weitere Vorschläge;2023-04-03 21:42:29
642b484502724031e97b8a95;news.suggest.search;"<speak> <p><s>Okay!</s> <break time=""600ms""/><s>Erstens<break time=""500ms""/> Aus der Türkei und Syrien, <break time=""500ms""/>Zwischen Kriegsgräuel und Wiederaufbau</s> <break time=""1000ms""/> <s>Zweitens<break time=""500ms""/> Berlin, <break time=""500ms""/>Geflüchteter Syrer zum Bürgermeister gewählt</s> <break time=""1000ms""/> <s>Drittens<break time=""500ms""/> Strom- und Gastarife, <break time=""500ms""/>Harte Strafe für Wirtschaftsprüfer EY</s> <break time=""1000ms""/> </p> <p><s>Für einen der Artikel sage beispielsweise, lies mir den zweiten Artikel vor oder für weitere Vorschläge, sage weitere Vorschläge.</s></p> </speak>";2023-04-03 21:42:29
642b486632366848fcba59c6;news.entity.search;Nachrichten über Polen;2023-04-03 21:43:02
642b486632366848fcba59c7;news.entity.search;"<speak><p><s> Hier sind Artikel über Polen </s></p>. <break time=""250ms""/> <p><s>Erstens<break time=""500ms""/> ""Ideenimport"", <break time=""500ms""/>Wie die Games-Branche stärken?</s> <break time=""1000ms""/> <s>Zweitens<break time=""500ms""/> Wegen TV-Doku über Papst, <break time=""500ms""/>Warschau bestellt US-Botschafter ein</s> <break time=""1000ms""/> <s>Drittens<break time=""500ms""/> Informationen für Russland, <break time=""500ms""/>Polen zerschlägt mutmaßlichen Spionagering</s> <break time=""1000ms""/> </p> <p><s>Für einen der Artikel sage beispielsweise, lies mir den zweiten Artikel vor oder für weitere Vorschläge, sage weitere Vorschläge.</s></p> </speak>";2023-04-03 21:43:02
642b488302724031e97b8a96;news.entity.search;lies mir Nachrichten über den Papst vor;2023-04-03 21:43:31
642b488402724031e97b8a97;news.entity.search;"<speak><p><s> Hier sind Artikel über Papst </s></p>. <break time=""250ms""/> <p><s>Erstens<break time=""500ms""/> Katholische Kirche , <break time=""500ms""/>Papst erweitert Maßnahmen gegen Missbrauch </s> <break time=""1000ms""/> <s>Zweitens<break time=""500ms""/> Termine abgesagt, <break time=""500ms""/>Papst mit Atemwegsinfekt in Krankenhaus</s> <break time=""1000ms""/> <s>Drittens<break time=""500ms""/> Zehn Jahre Papst Franziskus, <break time=""500ms""/>Der ausgebremste Reformer</s> <break time=""1000ms""/> </p> <p><s>Für einen der Artikel sage beispielsweise, lies mir den zweiten Artikel vor oder für weitere Vorschläge, sage weitere Vorschläge.</s></p> </speak>";2023-04-03 21:43:32
642b48aa02724031e97b8a98;news.select.article.by.keyword;lies mir einen Artikel über;2023-04-03 21:44:10
642b48aa02724031e97b8a99;news.select.article.by.keyword;Können Sie das noch mal genauer sagen?;2023-04-03 21:44:10
642b48bf32366848fcba59c8;news.select.article.by.keyword;lies mir Artikel mit Papst und Krankheit vor;2023-04-03 21:44:31
642b48c032366848fcba59c9;news.select.article.by.keyword;"<speak> <p><s>Wegen TV-Doku über Papst: Warschau bestellt US-Botschafter ein. </s></p><p>Nach einer TV-Doku mit Vorwürfen gegen den verstorbenen polnischen Papst Johannes Paul II. hat die Regierung den US-Botschafter einbestellt. Der Sender, der die Doku ausgestrahlt hatte, gehört einem US-Unternehmen.  Von Tom Schneider, ARD-Studio Warschau  Eine TV-Dokumentation über die Rolle, die der frühere Papst Johannes Paul II. beim Decken von sexuellem Missbrauch gespielt haben soll, wird zu einer diplomatischen Affäre. Die polnische Regierung bestellte den US-Botschafter ein - der Sender, der die Dokumentation ausgestrahlt hatte, gehört zum US-Unternehmen Discovery. </p> <break time=""1000ms""/> <p><s>Für weitere Artikel aus verwandten Themen, wie Polen, Papst oder Warschau sage ich möchte Nachrichten über Polen haben.</s></p>Um zu einem anderen Artikel aus der Auswahl zu gelangen, sage Wiederholen, <break time=""350ms""/> Nächster <break time=""350ms""/> oder Zurück. </speak>";2023-04-03 21:44:32
642b48cc02724031e97b8a9a;control.stop;Stopp;2023-04-03 21:44:44
642b48cc02724031e97b8a9b;control.stop;Natürlich;2023-04-03 21:44:44
642b48d602724031e97b8a9c;default.fallback;lies mir Artikel über Kranken Papst vor;2023-04-03 21:44:54
642b48d602724031e97b8a9d;default.fallback;Kannst du das noch mal anders formulieren?;2023-04-03 21:44:54
642b48ec02724031e97b8a9e;news.search;was ist gerade ein aktuelles Thema in den Nachrichten;2023-04-03 21:45:16
642b48ec02724031e97b8a9f;news.search;"<speak> Für einen aktuellen Tagesüberblick sage Überblick oder sage <break time=""400ms""/> Nachrichten über bestimmtes Thema. </speak>";2023-04-03 21:45:16
642b48f932366848fcba59ca;news.overview.search;Überblick;2023-04-03 21:45:29
642b48fa32366848fcba59cb;news.overview.search;"<speak> <p><s>Hier ein kurzer Tagesüberblick.</s></p> <break time=""600ms""/> <p><s>Erstens<break time=""500ms""/> Bulgarien, <break time=""500ms""/>Mitte-Rechts-Bündnis gewinnt die Wahl</s> <break time=""1000ms""/> <s>Zweitens<break time=""500ms""/> Fleischkonsum geht zurück, <break time=""500ms""/>Pflanzliche Alternativen boomen</s> <break time=""1000ms""/> <s>Drittens<break time=""500ms""/> Strom- und Gastarife, <break time=""500ms""/>Viele Bestandskunden zahlen drauf</s> <break time=""1000ms""/> </p> <p><s>Für einen der Artikel sage beispielsweise, lies mir den zweiten Artikel vor oder für weitere Vorschläge, sage weitere Vorschläge.</s></p> </speak>";2023-04-03 21:45:30
642b491a02724031e97b8aa0;news.suggest.search;weitere Vorschläge;2023-04-03 21:46:02
642b491b02724031e97b8aa1;news.suggest.search;"<speak> <p><s>Okay!</s> <break time=""600ms""/><s>Erstens<break time=""500ms""/> Palmsonntag, <break time=""500ms""/>Genesener Papst hält Messe wie geplant</s> <break time=""1000ms""/> <s>Zweitens<break time=""500ms""/> Missbrauchsskandal in der Kirche, <break time=""500ms""/>Osnabrücker Bischof Bode zurückgetreten</s> <break time=""1000ms""/> <s>Drittens<break time=""500ms""/> Wegen TV-Doku über Papst, <break time=""500ms""/>Warschau bestellt US-Botschafter ein</s> <break time=""1000ms""/> </p> <p><s>Für einen der Artikel sage beispielsweise, lies mir den zweiten Artikel vor oder für weitere Vorschläge, sage weitere Vorschläge.</s></p> </speak>";2023-04-03 21:46:03
642b494032366848fcba59cc;news.select.article.by.keyword;lies mir den Artikel mit Missbrauch vor;2023-04-03 21:46:40
642b494032366848fcba59cd;news.select.article.by.keyword;"<speak> <p><s>Bulgarien: Mitte-Rechts-Bündnis gewinnt die Wahl. </s></p><p>Das Mitte-Rechts-Bündnis des früheren Ministerpräsidenten Borissow hat die Parlamentswahl in Bulgarien gewonnen. Ihm stehen jedoch schwierige Koalitionsverhandlungen bevor. Insgesamt sechs Parteien ziehen in das Parlament in Sofia ein.  In Bulgarien hat das prowestliche Mitte-Rechts-Bündnis des früheren Ministerpräsidenten Boiko Borissow die Parlamentswahl gewonnen. Bei der fünften Wahl innerhalb von zwei Jahren erhielt GERB-SDS 26,5 Prozent der Stimmen. Das geht aus den vorläufigen Ergebnissen der Zentralen Wahlkommission nach Auszählung aller Wahlprotokolle hervor. Der ebenso prowestliche liberal-konservative Block PP-DB von Ex-Regierungschef Kiril Petkow landete demnach mit 24,5 Prozent auf Platz zwei. </p> <break time=""1000ms""/> <p><s>Für weitere Artikel aus verwandten Themen, wie Parlament, Wahl oder Bulgarien sage ich möchte Nachrichten über Parlament haben.</s></p>Um zu einem anderen Artikel aus der Auswahl zu gelangen, sage Wiederholen, <break time=""350ms""/> Nächster <break time=""350ms""/> oder Zurück. </speak>";2023-04-03 21:46:40
642b495032366848fcba59ce;control.next.article;nächsten;2023-04-03 21:46:56
642b495132366848fcba59cf;control.next.article;"<speak> <p><s>Fleischkonsum geht zurück: Pflanzliche Alternativen boomen. </s></p><p>Die Deutschen haben im vergangenen Jahr so wenig Fleisch gegessen wie seit mehr als 30 Jahren nicht. Gleichzeitig wuchs der Markt für pflanzliche Alternativen. Das gilt auch für tierische Milchprodukte. Nach vorläufigen Zahlen der Bundesanstalt für Landwirtschaft und Ernährung (BLE) ist der der Pro-Kopf-Verzehr von Fleischerzeugnissen 2022 im Vergleich zum Vorjahr um mehr als vier Kilogramm pro Kopf auf insgesamt 52 Kilogramm gesunken. Das sei der niedrigste Wert seit Beginn der Berechnungen im Jahr 1989, teilte die Behörde mit. Im Zehn-Jahres-Vergleich sei der Pro-Kopf-Verzehr sogar um knapp neun Kilogramm gesunken (2012: 60,9). Am größten ist der Rückgang demnach beim Schweinefleisch. Hier aß jeder Deutsche im vergangenen Jahr im Schnitt 29 Kilogramm, 2020 waren es etwa 31 Kilogramm pro Person; 2012 sogar noch knapp 39 Kilogramm. Der Pro-Kopf-Verzehr von Rindfleisch sei im Vorjahres-Vergleich um 900 Gramm auf 8,7 Kilogramm, der von Geflügel um 400 Gramm auf 12,7 Kilogramm zurückgegangen. </p> <break time=""1000ms""/> <p><s>Für weitere Artikel aus verwandten Themen, wie Markt, Landwirtschaft oder Fleisch sage ich möchte Nachrichten über Markt haben.</s></p>Um zu einem anderen Artikel aus der Auswahl zu gelangen, sage Wiederholen, <break time=""350ms""/> Nächster <break time=""350ms""/> oder Zurück. </speak>";2023-04-03 21:46:57
642b495a32366848fcba59d0;control.next.article;nächsten;2023-04-03 21:47:06
642b495b32366848fcba59d1;control.next.article;"<speak> <p><s>Strom- und Gastarife: Viele Bestandskunden zahlen drauf. </s></p><p>Nach Monaten steigender Preise fallen die Energiekosten wieder. Doch die gesunkenen Strom- und Gaspreise kommen oftmals nicht bei den Haushalten an. Vor allem Kunden in Grundversorgungs-Tarifen zahlen häufig mehr als sie müssten. Trotz gesunkener Börsen- und Großhandelspreise für Strom und Gas kommen die meisten Grundversorgungstarife der örtlichen Versorger laut dem Vergleichsportal Verivox nicht ohne staatliche Hilfe aus. Einer Auswertung zufolge liegen 82 Prozent der Stromtarife und sogar 92 Prozent der Gastarife über dem staatlichen Preisdeckel.  Das trifft für einen großen Teil der deutschen Haushalte zu: Der Bundesnetzagentur zufolge wurde 2021 mindestens ein Viertel der Strom- und Gaskunden im Rahmen der örtlichen Grundversorgung beliefert. Iim vergangenen Jahr dürfte dieser Anteil aufgrund der Energiekrise deutlich gestiegen sein.</p> <break time=""1000ms""/> <p><s>Für weitere Artikel aus verwandten Themen, wie Staat, Börse oder Elektrischer Strom sage ich möchte Nachrichten über Staat haben.</s></p>Um zu einem anderen Artikel aus der Auswahl zu gelangen, sage Wiederholen, <break time=""350ms""/> Nächster <break time=""350ms""/> oder Zurück. </speak>";2023-04-03 21:47:07
642b496302724031e97b8aa2;default.fallback;ersten;2023-04-03 21:47:15
642b496302724031e97b8aa3;default.fallback;Kannst du das noch mal anders formulieren?;2023-04-03 21:47:15
642b496c32366848fcba59d2;default.fallback;lies mir den ersten Artikel vor;2023-04-03 21:47:24
642b496c32366848fcba59d3;default.fallback;Ich verstehe deine Frage leider nicht.;2023-04-03 21:47:24
642b497432366848fcba59d4;default.fallback;zurück;2023-04-03 21:47:32
642b497432366848fcba59d5;default.fallback;Kannst du das noch mal anders formulieren?;2023-04-03 21:47:32
642b497c02724031e97b8aa4;control.stop;Stopp;2023-04-03 21:47:40
642b497c02724031e97b8aa5;control.stop;Natürlich;2023-04-03 21:47:40
642b499602724031e97b8aa6;news.resort.list;was hast du für Nachrichten;2023-04-03 21:48:06
642b499602724031e97b8aa7;news.resort.list;"<speak><p><s>Ich habe Nachrichten unter anderem in den Kategorien <break time=""400ms""/>ausland, <break time=""350ms""/>sport<break time=""200ms""/> und <break time=""200ms""/>wissen</s> <s>Außerdem habe ich Nachrichten aus den verschiedensten Themen, wie zum Beispiel <break time=""350ms""/> Deutsche Fußballnationalmannschaft<break time=""200ms""/> oder <break time=""200ms""/>Finnland<break time=""500ms""/> </s><s> Sage zum Beispiel, Nachrichten aus Kategorie inland <break time=""350ms""/> oder Nachrichten über Deutsche Fußballnationalmannschaft. </s></p> </speak>";2023-04-03 21:48:06
642b49b102724031e97b8aa8;news.entity.search;Nachrichten zu Kategorie Sport;2023-04-03 21:48:33
642b49b202724031e97b8aa9;news.entity.search;"<speak><p><s> Hier sind Artikel über Sport </s></p>. <break time=""250ms""/> <p><s>Erstens<break time=""500ms""/> Energiedefizit-Syndrom, <break time=""500ms""/>Wenn zu viel Sport Frauen krank macht</s> <break time=""1000ms""/> <s>Zweitens<break time=""500ms""/> Sportschau, <break time=""500ms""/>Hempel klagt gegen Schwimmverband</s> <break time=""1000ms""/> </p> <p><s>Für einen der Artikel sage beispielsweise, lies mir den zweiten Artikel vor oder für weitere Vorschläge, sage weitere Vorschläge.</s></p> </speak>";2023-04-03 21:48:34
642b49ce32366848fcba59d6;news.select.article.by.number;lies mir den zweiten Artikel vor;2023-04-03 21:49:02
642b49ce32366848fcba59d7;news.select.article.by.number;"<speak> <p><s>Fleischkonsum geht zurück: Pflanzliche Alternativen boomen. </s></p><p>Die Deutschen haben im vergangenen Jahr so wenig Fleisch gegessen wie seit mehr als 30 Jahren nicht. Gleichzeitig wuchs der Markt für pflanzliche Alternativen. Das gilt auch für tierische Milchprodukte. Nach vorläufigen Zahlen der Bundesanstalt für Landwirtschaft und Ernährung (BLE) ist der der Pro-Kopf-Verzehr von Fleischerzeugnissen 2022 im Vergleich zum Vorjahr um mehr als vier Kilogramm pro Kopf auf insgesamt 52 Kilogramm gesunken. Das sei der niedrigste Wert seit Beginn der Berechnungen im Jahr 1989, teilte die Behörde mit. Im Zehn-Jahres-Vergleich sei der Pro-Kopf-Verzehr sogar um knapp neun Kilogramm gesunken (2012: 60,9). Am größten ist der Rückgang demnach beim Schweinefleisch. Hier aß jeder Deutsche im vergangenen Jahr im Schnitt 29 Kilogramm, 2020 waren es etwa 31 Kilogramm pro Person; 2012 sogar noch knapp 39 Kilogramm. Der Pro-Kopf-Verzehr von Rindfleisch sei im Vorjahres-Vergleich um 900 Gramm auf 8,7 Kilogramm, der von Geflügel um 400 Gramm auf 12,7 Kilogramm zurückgegangen. </p> <break time=""1000ms""/> <p><s>Für weitere Artikel aus verwandten Themen, wie Markt, Landwirtschaft oder Fleisch sage ich möchte Nachrichten über Markt haben.</s></p>Um zu einem anderen Artikel aus der Auswahl zu gelangen, sage Wiederholen, <break time=""350ms""/> Nächster <break time=""350ms""/> oder Zurück. </speak>";2023-04-03 21:49:02
642b49de32366848fcba59d8;control.stop;Stopp;2023-04-03 21:49:18
642b49de32366848fcba59d9;control.stop;Natürlich;2023-04-03 21:49:18
642bfd2b32366848fcba59da;default.welcome;hallo;2023-04-04 10:34:19
642bfd2b32366848fcba59db;default.welcome;"Hallo! Du kannst mich nach den aktuellen Nachrichten fragen. Sage zum Beispiel ""Was sind die aktuellen Nachrichten?"".  Außerdem kannst Du jederzeit nach Hilfe fragen, sage einfach ""Hilfe"".";2023-04-04 10:34:19
642bfd3d02724031e97b8aaa;news.search;was sind die aktuellen Nachrichten;2023-04-04 10:34:37
642bfd3e02724031e97b8aab;news.search;"<speak> Für einen aktuellen Tagesüberblick sage Überblick oder sage <break time=""400ms""/> Nachrichten über bestimmtes Thema. </speak>";2023-04-04 10:34:38
642bfd4932366848fcba59dc;news.overview.search;Überblick;2023-04-04 10:34:49
642bfd4932366848fcba59dd;news.overview.search;"<speak> <p><s>Hier ein kurzer Tagesüberblick.</s></p> <break time=""600ms""/> <p><s>Erstens<break time=""500ms""/> NASA-Mission ""Artemis 2"", <break time=""500ms""/>""Zum Mond, zum Mars und noch weiter""</s> <break time=""1000ms""/> <s>Zweitens<break time=""500ms""/> Streit über Kindergrundsicherung, <break time=""500ms""/>""Das Schweigen von Scholz ist dröhnend laut""</s> <break time=""1000ms""/> <s>Drittens<break time=""500ms""/> Teuerung in Portugal , <break time=""500ms""/>Mit Steuersenkungen gegen die Inflation </s> <break time=""1000ms""/> </p> <p><s>Für einen der Artikel sage beispielsweise, lies mir den zweiten Artikel vor oder für weitere Vorschläge, sage weitere Vorschläge.</s></p> </speak>";2023-04-04 10:34:49
642bfd7032366848fcba59de;news.select.article.by.number;lies mir den zweiten Artikel vor;2023-04-04 10:35:28
642bfd7132366848fcba59df;news.select.article.by.number;"<speak> <p><s>Streit über Kindergrundsicherung: ""Das Schweigen von Scholz ist dröhnend laut"". </s></p><p>Gewerkschaften und Sozialverbände haben Bundeskanzler Scholz aufgefordert, beim Streit über die Kindergrundsicherung einzugreifen. Scholz und die SPD müssten zu diesem Vorhaben klar Farbe bekennen. Gewerkschaften und Sozialverbände vermissen von Bundeskanzler Olaf Scholz und der SPD insgesamt eine eindeutige Positionierung im Streit über die Kindergrundsicherung. ""Bundeskanzler Olaf Scholz und die SPD müssen zu diesem wichtigsten sozialen Projekt in dieser Wahlperiode klar Farbe bekennen"", forderte Anja Piel, Vorstandsmitglied des Deutschen Gewerkschaftsbunds (DGB), in der ""Stuttgarter Zeitung"" und den ""Stuttgarter Nachrichten"".  Jeder weitere Tag, den Finanzminister Christian Lindner (FDP) ""seine Blockadehaltung"" fortsetze, schade ""den Jüngsten in unserer Gesellschaft"", sagte Piel weiter. ""Kinderarmut raubt Bildungs- und Entwicklungschancen - sie ist so bitter und folgenschwer, dass es allerhöchste Zeit für eine gut gemachte Kindergrundsicherung ist."" </p> <break time=""1000ms""/> <p><s>Für weitere Artikel aus verwandten Themen, wie Sozialdemokratische Partei Deutschlands, Bundeskanzler (Deutschland) oder Freie Demokratische Partei sage ich möchte Nachrichten über Sozialdemokratische Partei Deutschlands haben.</s></p>Um zu einem anderen Artikel aus der Auswahl zu gelangen, sage Wiederholen, <break time=""350ms""/> Nächster <break time=""350ms""/> oder Zurück. </speak>";2023-04-04 10:35:29
642bfe0f32366848fcba59e0;default.fallback;bitte gib mir Informationen zum Ukraine Krieg;2023-04-04 10:38:07
642bfe0f32366848fcba59e1;default.fallback;Kannst du das noch mal anders formulieren?;2023-04-04 10:38:07
642bfe2032366848fcba59e2;default.welcome;hallo;2023-04-04 10:38:24
